count,free,total,used,sm_efficiency,achieved_occupancy,ipc,issued_ipc,issue_slot_utilization,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,tex_cache_throughput,tex_fu_utilization,single_precision_fu_utilization,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_other,stall_constant_memory_dependency,stall_pipe_busy,stall_memory_throttle,stall_not_selected,l2_read_transactions,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,dram_utilization,eligible_warps_per_cycle,website
301,779849728,4148273152,3368423424,54.542824,0.458333,0.806134,0.872410,18.338109,1442253521,721126760,1442253521,721126760,1442253521,1,2,51.336039,14.144007,25.773276,8.360870,41.170192,0.323038,1.686995,1.210759,340,1442253521,721126760,1780281690,754929577,10,0.635831,facebook
302,762892288,4148273152,3385380864,62.838953,0.479742,0.765869,0.239449,0.000000,1442253521,721126760,1442253521,721126760,1442253521,1,1,47.020782,5.136128,37.806859,3.863052,29.455802,0.094240,0.382791,0.289036,283,1442253521,721126760,1594366197,754929577,5,1.170467,facebook
303,730988544,4148273152,3417284608,36.752827,0.457467,0.807903,0.354610,20.041754,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.945600,14.635018,25.552561,8.606233,40.499980,0.317780,0.721203,0.538075,322,1442253521,721126760,1780281690,754929577,10,0.247411,facebook
304,711741440,4148273152,3436531712,60.654509,0.460233,0.306411,0.197433,9.195402,1442253521,721126760,1442253521,721126760,1442253521,1,1,45.129932,4.652353,31.968576,8.649831,14.940509,0.136337,0.482444,1.198872,283,1442253521,721126760,1594366197,754929577,5,1.167210,facebook
305,763002880,4148273152,3385270272,57.882038,0.461659,0.694995,0.871460,21.145374,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.494987,14.685148,26.077908,1.963278,25.507810,0.081224,0.527257,0.620168,283,1442253521,721126760,1808450704,754929577,10,0.472672,facebook
306,714448896,4148273152,3433824256,65.572335,0.477152,0.333787,0.831601,5.914972,1442253521,721126760,1442253521,721126760,1442253521,1,1,37.710044,5.095098,29.734932,2.385204,16.954863,0.326875,1.524836,1.210436,283,1442253521,721126760,1808450704,754929577,5,1.177243,facebook
307,713515008,4148273152,3434758144,36.956522,0.457312,0.808791,0.873362,21.052632,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.236762,4.970337,30.106840,3.848710,24.632768,0.200986,1.004220,0.485767,283,1442253521,721126760,1785915492,754929577,10,0.398971,facebook
308,763072512,4148273152,3385200640,58.963002,0.460711,0.251710,0.207684,0.000000,1442253521,721126760,1442253521,721126760,1442253521,1,1,44.793787,4.494032,26.117177,9.930863,42.285228,0.316847,1.631621,0.383668,283,1442253521,721126760,1594366197,754929577,5,1.119418,facebook
309,762130432,4148273152,3386142720,37.708831,0.459114,0.692380,0.857449,20.600858,1442253521,721126760,1442253521,721126760,1442253521,2,1,41.783757,13.939855,35.963856,2.664609,19.507605,0.099016,0.419352,0.441513,316,1442253521,721126760,1780281690,754929577,10,0.377730,facebook
310,713601024,4148273152,3434672128,60.555973,0.483526,0.269498,0.314713,7.710843,1442253521,721126760,1442253521,721126760,1442253521,1,1,27.455354,13.452363,24.759526,8.102472,42.898107,0.142041,1.595147,1.192176,283,1442253521,721126760,1594366197,754929577,5,1.136653,facebook
311,713195520,4148273152,3435077632,59.593621,0.482985,0.322101,0.293686,19.512195,1442253521,721126760,1442253521,721126760,1442253521,1,1,45.429830,4.377905,20.946884,3.519569,16.548582,0.125002,0.570633,0.387994,423,1442253521,721126760,1594366197,754929577,10,0.304016,facebook
312,761360384,4148273152,3386912768,63.865932,0.482988,0.272694,0.290065,7.269973,1442253521,721126760,1442253521,721126760,1442253521,1,1,51.247981,14.025613,24.824042,8.425618,22.928455,0.312977,1.654240,1.182342,283,1442253521,721126760,1594366197,754929577,5,1.149573,facebook
313,758390784,4148273152,3389882368,61.326781,0.480036,0.274935,0.317712,4.582140,1442253521,721126760,1442253521,721126760,1442253521,2,1,48.423303,4.482197,31.816660,3.949591,30.755524,0.086944,0.325533,0.360006,316,1442253521,721126760,1780281690,754929577,10,0.388296,facebook
314,713437184,4148273152,3434835968,57.649906,0.461935,0.761117,0.852878,20.382166,1442253521,721126760,1442253521,721126760,1442253521,3,2,7.009663,4.749654,25.665700,8.377931,42.207164,0.322978,1.470755,1.179245,283,1442253521,721126760,1594366197,754929577,10,0.413060,facebook
315,746024960,4148273152,3402248192,61.333990,0.462659,0.292295,0.294659,7.418856,1442253521,721126760,1442253521,721126760,1442253521,1,1,3.834260,4.620272,24.486123,3.357183,26.049516,0.109869,0.315251,0.409484,316,1442253521,721126760,1785915492,754929577,5,1.155172,facebook
316,762830848,4148273152,3385442304,37.250200,0.459896,0.773109,0.852878,20.231823,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.162631,13.924099,25.464933,8.376641,42.794005,0.310771,1.500568,0.561717,316,1442253521,721126760,1780281690,754929577,10,1.068725,facebook
317,751050752,4148273152,3397222400,61.654869,0.479466,0.323374,0.316081,7.223476,1442253521,721126760,1442253521,721126760,1442253521,2,1,52.268766,4.284846,25.378924,4.450696,18.293741,0.106887,0.435526,1.169613,283,1442253521,721126760,1594366197,754929577,5,1.146368,facebook
318,712388608,4148273152,3435884544,60.762332,0.461896,0.783813,0.776699,20.317460,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.213316,13.755625,24.753988,8.335887,42.350947,0.100914,0.453127,0.294339,316,1442253521,721126760,1780281690,754929577,10,0.468586,facebook
319,735338496,4148273152,3412934656,60.606820,0.476114,0.301022,0.309239,0.000000,1442253521,721126760,1442253521,721126760,1442253521,2,1,41.076346,5.307246,37.418104,8.653096,17.735582,0.085789,0.544519,1.211549,283,1442253521,721126760,1594366197,754929577,5,1.079079,facebook
320,761458688,4148273152,3386814464,57.293926,0.461169,0.800871,0.753296,20.338983,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.559577,14.326806,25.603011,3.972465,24.604916,0.116339,0.367821,0.538795,321,1442253521,721126760,1943661971,754929577,10,0.256570,facebook
321,713572352,4148273152,3434700800,60.318262,0.481937,0.756423,0.293686,9.462790,1442253521,721126760,1442253521,721126760,1442253521,3,1,29.360471,2.726975,32.125157,1.776909,24.206283,0.316346,1.517309,1.165768,316,1442253521,721126760,1594366197,754929577,5,1.148822,facebook
322,711929856,4148273152,3436343296,37.225110,0.460192,0.763485,0.855615,20.447284,1442253521,721126760,1442253521,721126760,1442253521,3,2,3.270688,13.069788,24.848101,2.101857,22.206097,0.123347,0.433113,0.576831,316,1442253521,721126760,1808450704,754929577,5,0.405063,facebook
323,762544128,4148273152,3385729024,61.466765,0.477705,0.278366,0.321802,18.550725,1442253521,721126760,1442253521,721126760,1442253521,1,1,25.228133,4.620509,31.231976,8.410312,42.188831,0.304595,1.520517,1.139189,283,1442253521,721126760,1594366197,754929577,5,1.150215,facebook
324,761466880,4148273152,3386806272,37.350359,0.459075,0.788853,0.862069,19.631902,1442253521,721126760,1442253521,721126760,1442253521,1,1,6.223973,4.719011,37.419749,3.724956,18.414460,0.105143,0.223410,0.292849,316,1442253521,721126760,1780281690,754929577,10,0.420008,facebook
325,710483968,4148273152,3437789184,64.487672,0.481316,0.308337,0.285103,6.701571,1442253521,721126760,1442253521,721126760,1442253521,1,1,26.985630,13.662140,24.863245,8.180621,43.398861,0.319513,1.421252,1.145351,283,1442253521,721126760,1594366197,754929577,5,1.132771,facebook
326,712626176,4148273152,3435646976,62.320574,0.469853,0.233133,0.302457,18.568665,1442253521,721126760,1442253521,721126760,1442253521,1,1,52.734584,4.102407,22.033842,4.109109,20.413727,0.094581,0.366870,0.329079,316,1442253521,721126760,1780281690,754929577,10,0.362158,facebook
327,761782272,4148273152,3386490880,63.165299,0.477589,0.691080,0.829016,4.363636,1442253521,721126760,1442253521,721126760,1442253521,1,1,45.871617,13.745666,24.810401,6.791935,28.908821,0.245428,1.264852,1.144540,283,1442253521,721126760,1594366197,754929577,5,1.138332,facebook
328,760635392,4148273152,3387637760,60.156843,0.484098,0.173299,0.290487,8.738828,1442253521,721126760,1442253521,721126760,1442253521,3,1,38.972943,4.668001,39.187322,3.465934,18.767218,0.103105,0.452918,0.395717,321,1442253521,721126760,1780281690,754929577,10,0.256098,facebook
329,713072640,4148273152,3435200512,62.117193,0.480434,0.330787,0.813008,20.622986,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.326351,13.895364,24.893170,8.420727,42.605390,0.306691,1.550833,1.146004,283,1442253521,721126760,1594366197,754929577,5,0.400370,facebook
330,704524288,4148273152,3443748864,59.511568,0.482126,0.743434,0.284394,8.980355,1442253521,721126760,1442253521,721126760,1442253521,1,1,48.617386,4.249729,22.721385,4.389890,16.919147,0.104349,0.452847,0.399764,316,1442253521,721126760,1780281690,754929577,10,0.382193,facebook
331,761475072,4148273152,3386798080,58.701367,0.459508,0.793103,0.745573,20.534759,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.242701,13.977089,25.738315,8.336524,41.991727,0.315348,1.568612,1.145110,316,1442253521,721126760,1780281690,754929577,10,0.424290,facebook
332,744439808,4148273152,3403833344,63.395349,0.474613,0.271386,0.297841,9.288824,1442253521,721126760,1442253521,721126760,1442253521,1,1,44.935414,5.162473,28.362369,2.513852,17.657709,0.115582,0.496228,0.441833,283,1442253521,721126760,1594366197,754929577,5,1.174863,facebook
333,710762496,4148273152,3437510656,36.854839,0.458036,0.800871,0.872410,20.983607,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.525260,14.566214,26.247974,8.546404,41.313909,0.122202,0.510365,1.217969,316,1442253521,721126760,1785915492,754929577,10,0.438855,facebook
334,707461120,4148273152,3440812032,58.748036,0.479659,0.273810,0.718133,21.029573,1442253521,721126760,1442253521,721126760,1442253521,1,1,48.079555,4.822165,11.832974,5.242405,14.128920,0.062637,0.245580,1.122733,283,1442253521,721126760,1616901408,754929577,5,1.132632,facebook
335,758767616,4148273152,3389505536,75.698195,0.477779,0.765869,0.738007,20.295983,1442253521,721126760,1442253521,721126760,1442253521,3,2,5.086255,13.787816,25.142078,8.230577,21.901873,0.125290,0.355743,0.378680,316,1442253521,721126760,1780281690,754929577,10,0.390688,facebook
336,746835968,4148273152,3401437184,62.392550,0.481623,0.239194,0.303030,18.622696,1442253521,721126760,1442253521,721126760,1442253521,1,1,22.749602,13.388019,35.139834,3.078712,16.352680,0.109128,0.651049,1.027920,283,1442253521,721126760,1594366197,754929577,5,0.374869,facebook
337,709873664,4148273152,3438399488,39.489954,0.459760,0.749491,0.837696,19.631902,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.176394,13.956922,24.938040,3.160237,17.892946,0.155083,0.435170,0.351766,317,1442253521,721126760,1780281690,754929577,10,0.474615,facebook
338,792039424,4148273152,3356233728,65.605929,0.477652,0.258065,0.281393,6.406406,1442253521,721126760,1442253521,721126760,1442253521,1,1,43.488475,5.019051,28.086359,2.084331,17.528245,0.108361,1.454109,1.162218,283,1442253521,721126760,1594366197,754929577,5,1.123302,facebook
339,759422976,4148273152,3388850176,37.807784,0.465170,0.770681,0.836820,20.083682,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.177881,13.408563,31.758373,4.403317,20.825880,0.065649,0.441392,0.231069,316,1442253521,721126760,1887323943,754929577,5,0.318431,facebook
340,712253440,4148273152,3436019712,64.237057,0.475266,0.267539,0.270544,7.532366,1442253521,721126760,1442253521,721126760,1442253521,1,1,3.482130,2.139713,44.182506,3.081755,44.088688,0.310101,1.581996,1.145010,283,1442253521,721126760,1594366197,754929577,5,1.113872,facebook
341,709705728,4148273152,3438567424,42.045035,0.459137,0.746450,0.829016,20.189274,1442253521,721126760,1442253521,721126760,1442253521,3,2,40.971096,4.032195,19.751176,3.002135,25.573291,0.095530,0.346840,0.617657,283,1442253521,721126760,1780281690,754929577,10,0.388448,facebook
342,761995264,4148273152,3386277888,63.640564,0.480185,0.268026,0.772947,6.573091,1442253521,721126760,1442253521,721126760,1442253521,1,1,49.431383,3.925303,31.291944,9.961997,44.224286,0.300203,0.501123,1.163805,283,1442253521,721126760,1594366197,754929577,5,0.949780,facebook
343,761704448,4148273152,3386568704,37.836767,0.459114,0.768267,0.851970,20.490928,1442253521,721126760,1442253521,721126760,1442253521,3,1,53.900155,4.338674,31.819142,5.058812,23.737039,0.101819,0.450826,0.408343,283,1442253521,721126760,1780281690,754929577,10,0.474191,facebook
344,701759488,4148273152,3446513664,61.907067,0.474400,0.266957,0.334029,19.277108,1442253521,721126760,1442253521,721126760,1442253521,1,1,42.165945,13.935840,25.017827,8.335249,42.805520,0.345772,1.503352,1.186739,283,1442253521,721126760,1594366197,754929577,5,1.144835,facebook
345,703205376,4148273152,3445067776,37.309848,0.482202,0.378601,0.384800,7.064018,1442253521,721126760,1442253521,721126760,1442253521,1,1,32.817934,4.307843,21.358223,3.227470,12.422715,0.169655,0.315977,0.329120,313,1442253521,721126760,1780281690,754929577,10,0.382615,facebook
346,747757568,4148273152,3400515584,63.329453,0.480487,0.254671,0.267201,6.378738,1442253521,721126760,1442253521,721126760,1442253521,2,2,5.217555,13.762361,24.549017,8.220887,44.520573,0.317664,1.613453,1.036392,283,1442253521,721126760,1594366197,754929577,10,0.380936,facebook
347,746774528,4148273152,3401498624,64.687359,0.475328,0.667877,0.293148,0.000000,1442253521,721126760,1442253521,721126760,1442253521,1,1,3.000181,10.584852,31.936906,2.688471,28.784387,0.117391,0.410957,0.368912,316,1442253521,721126760,1780281690,754929577,10,0.241837,facebook
348,698966016,4148273152,3449307136,63.355049,0.479641,0.177778,0.271647,7.223476,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.233561,13.829707,32.750770,8.092830,44.346336,0.307404,1.573617,1.148383,319,1442253521,721126760,1780281690,754929577,5,0.367075,facebook
349,694558720,4148273152,3453714432,63.311537,0.482950,0.181281,0.299625,7.198364,1442253521,721126760,1442253521,721126760,1442253521,1,1,41.233470,13.832821,34.667980,3.423606,18.333942,0.067422,0.245216,0.495557,316,1442253521,721126760,1802816901,754929577,10,0.419103,facebook
350,744857600,4148273152,3403415552,64.461504,0.479373,0.730884,0.863931,19.958420,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.361966,13.973038,24.924001,8.297426,22.891746,0.071660,0.645569,0.216426,316,1442253521,721126760,1814084507,754929577,10,0.487273,facebook
351,729726976,4148273152,3418546176,61.673579,0.479852,0.276796,0.294226,10.468920,1442253521,721126760,1442253521,721126760,1442253521,1,1,35.172203,4.716081,24.846450,2.260877,28.446586,0.122296,0.425610,1.193382,283,1442253521,721126760,1594366197,754929577,5,1.154839,facebook
352,695910400,4148273152,3452362752,68.776037,0.479167,0.736737,0.741427,20.622986,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.396736,13.462179,25.267228,4.794931,15.363086,0.112861,0.646509,0.422215,316,1442253521,721126760,1594366197,754929577,10,0.406467,facebook
353,752160768,4148273152,3396112384,61.200296,0.479717,0.286716,0.295749,0.000000,1442253521,721126760,1442253521,721126760,1442253521,1,1,36.016151,4.659804,42.275745,2.406022,25.245913,0.316309,1.516893,1.162615,283,1442253521,721126760,1594366197,754929577,5,1.159655,facebook
354,744321024,4148273152,3403952128,37.275270,0.458824,0.770681,0.855615,20.622986,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.958189,4.323022,32.447506,3.269878,23.804275,0.174297,0.311883,0.401125,316,1442253521,721126760,1808450704,754929577,10,0.419920,facebook
355,696688640,4148273152,3451584512,60.968944,0.461047,0.267636,0.365798,6.494465,1442253521,721126760,1442253521,721126760,1442253521,1,1,31.252879,2.841050,27.723486,8.399274,42.240382,0.314116,0.387921,1.135187,283,1442253521,721126760,1594366197,754929577,5,1.145900,facebook
356,695816192,4148273152,3452456960,37.275270,0.459274,0.788853,0.760456,20.578778,1442253521,721126760,1442253521,721126760,1442253521,1,1,53.172649,13.951112,29.662651,4.508375,19.245580,0.152873,0.294975,0.508829,316,1442253521,721126760,1780281690,754929577,10,0.424674,facebook
357,744878080,4148273152,3403395072,62.974311,0.477603,0.282968,0.211696,7.993339,1442253521,721126760,1442253521,721126760,1442253521,1,1,46.632225,4.759015,25.447369,8.605083,40.302002,0.315834,1.668756,1.218547,283,1442253521,721126760,1594366197,754929577,5,1.182618,facebook
358,744984576,4148273152,3403288576,36.693548,0.457646,0.802617,0.272572,7.878539,1442253521,721126760,1442253521,721126760,1442253521,1,1,42.216385,4.952017,23.563014,3.363914,17.805763,0.110165,0.461228,0.438497,316,1442253521,721126760,1780281690,754929577,10,0.434870,facebook
359,696328192,4148273152,3451944960,61.500736,0.479038,0.293812,0.306044,7.325448,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.403370,14.084289,25.027343,8.120615,43.781207,0.309516,1.546392,1.190108,283,1442253521,721126760,1594366197,754929577,10,0.394629,facebook
360,694894592,4148273152,3453378560,63.533225,0.480759,0.674610,0.862069,19.773429,1442253521,721126760,1442253521,721126760,1442253521,1,2,40.834757,2.560808,39.904261,5.185609,16.919520,0.124702,0.406029,0.399384,283,1442253521,721126760,1780281690,754929577,10,0.390050,facebook
361,736923648,4148273152,3411349504,70.041953,0.485645,0.283186,0.216099,5.683837,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.316192,14.020078,13.532656,8.120009,44.071471,0.315470,1.634125,1.172776,313,1442253521,721126760,1780281690,754929577,10,0.425465,facebook
362,737558528,4148273152,3410714624,70.049317,0.476307,0.272492,0.350570,3.936846,1442253521,721126760,1442253521,721126760,1442253521,1,1,35.595149,5.276125,22.706602,3.502074,18.549238,0.104140,0.445081,0.253975,316,1442253521,721126760,1780281690,839436619,10,0.274630,facebook
363,742584320,4148273152,3405688832,62.511939,0.475841,0.350143,0.293255,7.027818,1442253521,721126760,1442253521,721126760,1442253521,1,2,61.088705,3.266678,25.038675,3.191238,29.589671,0.094946,0.482580,0.372979,316,1442253521,721126760,1780281690,754929577,10,0.377386,facebook
364,728240128,4148273152,3420033024,63.097470,0.461946,0.286381,0.351803,0.000000,1442253521,721126760,1442253521,721126760,1442253521,1,1,3.295853,4.693247,30.002919,3.537677,17.290222,0.114430,0.409077,0.623198,283,1442253521,721126760,1594366197,754929577,5,1.143923,facebook
365,753360896,4148273152,3394912256,37.209302,0.459201,0.278261,0.316331,19.085487,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.403349,13.604162,25.456498,3.197923,18.548751,0.109597,0.426716,0.373837,316,1442253521,721126760,1780281690,754929577,10,0.419859,facebook
366,723701760,4148273152,3424571392,63.200935,0.477706,0.275037,0.272851,3.828584,1442253521,721126760,1442253521,721126760,1442253521,1,2,39.094640,5.005057,32.980016,3.229396,14.772674,0.320660,1.649820,1.161076,283,1442253521,721126760,1594366197,754929577,5,1.147122,facebook
367,705187840,4148273152,3443085312,37.209302,0.458020,0.784648,0.860215,20.734341,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.360656,4.436583,31.945815,5.216808,15.996973,0.132226,1.506448,0.274484,316,1442253521,721126760,1808450704,754929577,10,0.381779,facebook
368,756056064,4148273152,3392217088,63.068982,0.484500,0.160909,0.330989,7.547170,1442253521,721126760,1442253521,721126760,1442253521,1,2,3.436298,3.182300,42.785160,8.381803,42.279198,0.317842,0.754593,1.163993,283,1442253521,721126760,1594366197,754929577,5,1.147122,facebook
369,755806208,4148273152,3392466944,37.360000,0.459445,0.702961,0.856531,20.556745,1442253521,721126760,1442253521,721126760,1442253521,1,1,51.453523,4.695955,28.186638,3.058592,19.769254,0.119574,0.878423,0.383572,316,1442253521,721126760,1780281690,754929577,10,1.086957,facebook
370,705036288,4148273152,3443236864,61.884266,0.488200,0.278577,0.303721,7.322654,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.422940,13.803000,25.584621,8.337484,42.205632,0.320403,1.668952,1.219464,283,1442253521,721126760,1594366197,754929577,5,0.267179,facebook
371,705679360,4148273152,3442593792,60.050891,0.479561,0.402406,0.298507,8.233276,1442253521,721126760,1442253521,721126760,1442253521,1,1,40.142683,5.781405,36.264318,2.675953,22.480964,0.083076,0.525204,0.454625,316,1442253521,721126760,1881690140,754929577,10,0.327774,facebook
372,753917952,4148273152,3394355200,71.174963,0.486878,0.223981,0.351494,18.532819,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.504383,13.307170,26.164211,8.571429,41.775254,0.322479,1.571740,0.407192,371,1442253521,721126760,1594366197,754929577,10,0.337026,facebook
373,746627072,4148273152,3401646080,62.945480,0.479636,0.278999,0.322321,7.655502,1442253521,721126760,1442253521,721126760,1442253521,1,1,53.164673,5.146656,32.857716,3.190420,18.037397,0.144346,0.296307,0.375068,283,1442253521,721126760,1594366197,754929577,5,1.148504,facebook
374,706154496,4148273152,3442118656,37.500000,0.459598,0.791398,0.855615,20.360551,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.437868,13.958967,25.683902,8.348687,23.922852,0.107527,0.440167,0.440000,316,1442253521,721126760,1757746478,754929577,10,0.410933,facebook
375,715247616,4148273152,3433025536,39.115250,0.480740,0.184646,0.305227,7.342256,1442253521,721126760,1442253521,721126760,1442253521,1,1,44.633534,5.452924,21.853427,3.390224,20.563350,0.321396,1.630622,1.189471,283,1442253521,721126760,1594366197,754929577,5,1.037536,facebook
376,755408896,4148273152,3392864256,37.425269,0.458711,0.785486,0.828157,19.551935,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.384940,13.763112,29.022560,4.160930,13.474177,0.160458,0.481627,0.364202,316,1442253521,721126760,1780281690,754929577,10,0.289375,facebook
377,706265088,4148273152,3442008064,62.196003,0.478642,0.711111,0.316581,8.362369,1442253521,721126760,1442253521,721126760,1442253521,1,1,29.928055,2.748713,36.870918,8.312006,42.092618,0.316065,1.530376,1.177955,283,1442253521,721126760,1594366197,754929577,5,1.146965,facebook
378,705900544,4148273152,3442372608,37.250200,0.459362,0.780488,0.851970,18.842002,1442253521,721126760,1442253521,721126760,1442253521,1,1,41.048386,2.726895,26.246769,5.002283,18.368487,0.154093,0.425746,0.433098,316,1442253521,721126760,1780281690,754929577,10,0.262710,facebook
379,753668096,4148273152,3394605056,55.895564,0.480469,0.341057,0.851064,10.671418,1442253521,721126760,1442253521,721126760,1442253521,1,1,53.516814,14.162249,25.413286,7.419784,42.882236,0.312607,1.622919,1.105171,283,1442253521,721126760,1594366197,754929577,10,0.364236,facebook
380,752500736,4148273152,3395772416,42.758370,0.489369,0.245661,0.304878,20.210526,1442253521,721126760,1442253521,721126760,1442253521,1,1,33.919990,6.065927,30.344942,3.276422,19.745312,0.115206,0.552307,0.312446,322,1442253521,721126760,1780281690,754929577,10,0.365306,facebook
381,705290240,4148273152,3442982912,63.352007,0.461537,0.137262,0.321414,20.146905,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.164639,4.134966,22.141833,8.234938,43.703004,0.241539,1.138132,0.246721,316,1442253521,721126760,1594366197,754929577,10,0.233758,facebook
382,741453824,4148273152,3406819328,66.765140,0.476382,0.248649,0.292505,8.446986,1442253521,721126760,1442253521,721126760,1442253521,1,1,40.407541,4.235109,32.997207,3.147060,15.543322,0.115882,0.434129,0.414877,322,1442253521,721126760,1594366197,754929577,5,1.141489,facebook
383,754483200,4148273152,3393789952,38.018160,0.459158,0.793959,0.858369,20.734341,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.359920,14.037693,25.664709,8.495941,12.818760,0.148594,0.543030,0.476049,316,1442253521,721126760,1780281690,754929577,10,0.982680,facebook
384,743215104,4148273152,3405058048,62.011577,0.481512,0.293578,0.330169,7.785888,1442253521,721126760,1442253521,721126760,1442253521,1,1,42.031262,4.898286,31.373800,2.410213,18.402748,0.320977,1.681070,1.065622,316,1442253521,721126760,1594366197,754929577,5,0.965085,facebook
385,705589248,4148273152,3442683904,37.435078,0.457699,0.801743,0.819672,21.122112,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.510088,5.138224,31.198359,2.921232,16.368862,0.095228,0.498123,0.464659,320,1442253521,721126760,1814084507,754929577,10,0.248500,facebook
386,755879936,4148273152,3392393216,62.736742,0.465256,0.737475,0.315085,0.000000,1442253521,721126760,1442253521,721126760,1442253521,1,2,52.881314,4.831170,32.114957,8.401251,42.327144,0.316661,1.518987,1.191073,283,1442253521,721126760,1594366197,754929577,5,1.142402,facebook
387,754388992,4148273152,3393884160,37.234469,0.459268,0.757981,0.782779,20.689655,1442253521,721126760,1442253521,721126760,1442253521,1,2,54.092805,5.464938,18.743437,3.412731,26.079740,0.110513,0.439066,0.500200,316,1442253521,721126760,1814084507,754929577,10,0.418893,facebook
388,703176704,4148273152,3445096448,63.233298,0.481805,0.188235,0.169851,7.331042,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.387885,14.028079,29.533121,8.299958,43.056456,0.312607,1.518331,1.160206,316,1442253521,721126760,1785915492,754929577,10,0.363759,facebook
389,699019264,4148273152,3449253888,72.809144,0.478312,0.294165,0.302115,6.827881,1442253521,721126760,1442253521,721126760,1442253521,2,2,44.243799,3.465071,29.471495,4.829258,17.400210,0.127366,0.378124,0.359951,316,1442253521,721126760,1594366197,754929577,5,1.173961,facebook
390,754405376,4148273152,3393867776,37.225110,0.457604,0.799131,0.878156,20.425532,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.606774,14.298173,26.143611,8.594336,23.933666,0.118572,0.647678,0.274031,316,1442253521,721126760,1780281690,754929577,10,0.471871,facebook
391,739651584,4148273152,3408621568,61.447853,0.481341,0.297254,0.410256,6.837607,1442253521,721126760,1442253521,721126760,1442253521,2,1,47.050417,3.808791,33.081783,2.242209,16.644550,0.325578,1.552211,1.181808,316,1442253521,721126760,1594366197,754929577,5,1.182819,facebook
392,704544768,4148273152,3443728384,37.599364,0.458516,0.797400,0.871460,20.892274,1442253521,721126760,1442253521,721126760,1442253521,2,2,6.565278,4.876685,28.867736,2.449826,17.831723,0.104510,0.785723,0.283756,321,1442253521,721126760,1836619718,754929577,10,0.531832,facebook
393,755204096,4148273152,3393069056,66.360333,0.479428,0.270987,0.289226,8.514412,1442253521,721126760,1442253521,721126760,1442253521,1,1,40.270754,2.533824,25.689528,8.347713,24.247962,0.318707,1.620943,1.187172,283,1442253521,721126760,1594366197,754929577,5,0.221775,facebook
394,754782208,4148273152,3393490944,61.888620,0.482811,0.318891,0.402212,8.421053,1442253521,721126760,1442253521,721126760,1442253521,2,1,3.463510,4.291775,34.372259,2.538139,17.430014,0.093104,0.408777,0.309304,316,1442253521,721126760,1780281690,754929577,10,0.408133,facebook
395,704770048,4148273152,3443503104,63.774804,0.485980,0.288288,0.795229,18.011257,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.408571,5.520548,25.423988,8.414540,44.730401,0.313156,1.500512,0.417726,316,1442253521,721126760,1780281690,754929577,10,0.411293,facebook
396,693129216,4148273152,3455143936,62.712665,0.488480,0.348650,0.306748,7.456311,1442253521,721126760,1442253521,721126760,1442253521,1,1,40.083711,6.365594,23.010805,3.598961,25.112347,0.127260,0.482815,0.429709,283,1442253521,721126760,1594366197,754929577,10,0.440536,facebook
397,796491776,4148273152,3351781376,38.564143,0.458850,0.782147,0.851970,20.403826,1442253521,721126760,1442253521,721126760,1442253521,3,2,6.386022,14.171503,25.678602,2.065319,18.860356,0.161004,0.427477,0.428993,283,1442253521,721126760,1780281690,754929577,5,0.449269,facebook
398,749637632,4148273152,3398635520,60.728543,0.479700,0.294636,0.326264,8.139042,1442253521,721126760,1442253521,721126760,1442253521,1,1,38.782243,4.561608,23.991660,8.241488,41.735779,0.324092,1.677628,1.140997,283,1442253521,721126760,1594366197,754929577,5,1.164680,facebook
